Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
lesson1_5_95483b35	me	今天的课都像在听天书。原本以为自己是个学渣，现在再看高中的数学题，感觉当年的自己简直是天才。	game/chpts/lesson1.rpy	756	me "[what]"
lesson1_5_74d62ac1	me	看着老师们倾尽全力在讲台上讲课，心里有一种莫名的感动。	game/chpts/lesson1.rpy	759	me "[what]"
lesson1_5_7a6ef596	me	毕业了以后，很少能碰到像“老师”这样愿意为他人付出、不求回报的大人。	game/chpts/lesson1.rpy	760	me "[what]"
lesson1_5_7d6c339d	me	……一个陌生的号码。	game/chpts/lesson1.rpy	767	me "[what]"
lesson1_5_e9db7406	Zhizi	こんばんは。高橋智子です。夜遅くにて、すみません。王浩さんの電話でしょうか。（晚上好，我是高桥智子。不好意思这么晚打扰你。请问这是王浩的手机号码吗？）	game/chpts/lesson1.rpy	773	Zhizi "[what]"
lesson1_5_272daa4e	me	智子打来的电话？！我应该如何回答……	game/chpts/lesson1.rpy	776	me "[what]"
l1_5_q1A_a99949e4	me	こんばんは。王浩です。（晚上好，我是王浩。）	game/chpts/lesson1.rpy	795	me "[what]"
l1_5_q1B_0452efe6	me	「すみません」表示道歉，这里不太合适……	game/chpts/lesson1.rpy	803	me "[what]"
l1_5_q1B_a99949e4	me	こんばんは。王浩です。（晚上好，我是王浩。）	game/chpts/lesson1.rpy	806	me "[what]"
lesson1_5_q2_b8bbc043	Zhizi	今日はありがとう。王さんはとても日本語がお上手ですね。（今天谢谢你的帮助。你的日语说得真好啊。）	game/chpts/lesson1.rpy	814	Zhizi "[what]"
lesson1_5_q2_5186deb2	me	(智子还是这么温柔礼貌，突然被夸赞了，有点不知所措。)我应该说……	game/chpts/lesson1.rpy	817	me "[what]"
l1_5_q2B_072e5d56	me	いえいえ。（哪里哪里。）	game/chpts/lesson1.rpy	832	me "[what]"
l1_5_q2A_d5f3fd2e	me	一般受到夸赞会表示一下谦虚……	game/chpts/lesson1.rpy	840	me "[what]"
l1_5_q2A_072e5d56	me	いえいえ。（哪里哪里。）	game/chpts/lesson1.rpy	841	me "[what]"
lesson1_5_q3_dd2ad1de	Zhizi	これから、いろいろ教えてくださいね。^^（今后还请多多指教哦。）	game/chpts/lesson1.rpy	849	Zhizi "[what]"
lesson1_5_q3_f3080cd9	me	こちらこそ、よろしくお願いします。（也请你多多关照。）	game/chpts/lesson1.rpy	852	me "[what]"
lesson1_5_q3_31900410	Zhizi	明日、よかったら、一緒にお昼ご飯はどうですか。（方便的话，明天能一起吃午饭吗？）	game/chpts/lesson1.rpy	856	Zhizi "[what]"
lesson1_5_q3_7c495166	me	はい、もちろん。楽しみにしています。（好的，当然可以。我非常期待。）	game/chpts/lesson1.rpy	859	me "[what]"
lesson1_5_q3_59a58bcc	Zhizi	じゃあ、お休みなさい。（那么晚安咯。）	game/chpts/lesson1.rpy	863	Zhizi "[what]"
l1_5_q3B_62438217	me	お休みなさい。（晚安。）	game/chpts/lesson1.rpy	879	me "[what]"
l1_5_q3A_07eb7ef7	me	现在是晚上该休息的时间了……	game/chpts/lesson1.rpy	888	me "[what]"
l1_5_q3A_62438217	me	お休みなさい。（晚安。）	game/chpts/lesson1.rpy	889	me "[what]"
lesson1_6_1834d120	me	……	game/chpts/lesson1.rpy	898	me "[what]"
lesson1_6_e301950f	me	没想到智子会主动给我打电话……还约我一起吃午饭。	game/chpts/lesson1.rpy	899	me "[what]"
lesson1_6_a8a7a5eb	me	当年因为不会说日语，只能在一旁看着刘洋和智子聊天。	game/chpts/lesson1.rpy	900	me "[what]"
lesson1_6_5d22e553	me	看来历史真的可以改写……	game/chpts/lesson1.rpy	901	me "[what]"
lesson1_6_663b4454	LiuYang	刚刚在和日本留学生打电话吗？	game/chpts/lesson1.rpy	906	LiuYang "[what]"
lesson1_6_ffcb42da		正在我神游之际，室友刘洋回到了寝室。	game/chpts/lesson1.rpy	907	"[what]"
lesson1_6_0b51688e	me	我……那个……	game/chpts/lesson1.rpy	910	me "[what]"
lesson1_6_a1d637b4	LiuYang	嗨，紧张什么呀。日语说得很不错啊。	game/chpts/lesson1.rpy	914	LiuYang "[what]"
lesson1_6_ca2c0a6f		刘洋反而安慰起我来。	game/chpts/lesson1.rpy	915	"[what]"
lesson1_6_4a072a71		刘洋的坦然让我感到了一丝愧疚。原本应该是刘洋接到这个电话，现在却被我……	game/chpts/lesson1.rpy	916	"[what]"
lesson1_6_363b4668		不知道这场神奇的穿越之旅会持续到什么时候。	game/chpts/lesson1.rpy	917	"[what]"
lesson1_6_d1f06383		或许睡一觉梦就会醒吧……	game/chpts/lesson1.rpy	918	"[what]"
lesson1_6_0b144c9c	me	对了，田老师说过睡前要复习一下今天的内容，看一下今天的笔记吧。	game/chpts/lesson1.rpy	921	me "[what]"
lesson1_6_07b2f43d	me	复习了一下，果然思路清晰多了。	game/chpts/lesson1.rpy	925	me "[what]"
lesson1_6_8563f231	me	好了，时间不早了，先休息吧……	game/chpts/lesson1.rpy	926	me "[what]"
prologue_scene_1_1_1834d120	me	……	game/chpts/prologue.rpy	6	me "[what]"
prologue_scene_1_1_8509ccba	me	我是谁……我在哪里……	game/chpts/prologue.rpy	7	me "[what]"
prologue_scene_1_1_3bec6bd1	me	眼前闪过熟悉的画面，却又稍纵即逝……	game/chpts/prologue.rpy	8	me "[what]"
prologue_scene_1_1_4f8536dc	me	曾几何时，慢慢地开始淡忘了自我……	game/chpts/prologue.rpy	9	me "[what]"
prologue_scene_1_1_1834d120_1	me	……	game/chpts/prologue.rpy	17	me "[what]"
prologue_scene_1_1_1ac1e270	me	原来是场梦。	game/chpts/prologue.rpy	20	me "[what]"
prologue_scene_1_1_e332ee0f		我只是这个世界上最平凡不过的一个路人。	game/chpts/prologue.rpy	21	"[what]"
prologue_scene_1_1_02b0590a		都说90后是娇生惯养的一代人，脆弱、敏感而自私。	game/chpts/prologue.rpy	22	"[what]"
prologue_scene_1_1_fe4b9dee		没想到工作了以后，也不得不坦然接受社会的捶打。	game/chpts/prologue.rpy	23	"[what]"
prologue_scene_1_1_6c295280		因为工作的调动，又要搬家了。毕业以来，这已经是第三次了……	game/chpts/prologue.rpy	24	"[what]"
prologue_scene_1_1_c2acd9c2	me	算了，既然已经醒了，就起来整理一下房间吧。	game/chpts/prologue.rpy	27	me "[what]"
prologue_scene_1_1_4026bd01		书架上塞满了各种书，有《销售葵花宝典》《成功人士守则100条》《创业不死秘诀》……	game/chpts/prologue.rpy	30	"[what]"
prologue_scene_1_1_f3d08619		并非喜欢创业经商，只是想有一份自己的事业，摆脱浑浑噩噩的“工具人”生活。	game/chpts/prologue.rpy	31	"[what]"
prologue_scene_1_1_ec88f0f6		然而，书里这些人物的“小目标”已经是普通人无法触及的天花板。	game/chpts/prologue.rpy	32	"[what]"
prologue_scene_1_1_1a4c0c13	me	卖了换杯奶茶吧……	game/chpts/prologue.rpy	35	me "[what]"
prologue_scene_1_1_17a91a83	me	这是……	game/chpts/prologue.rpy	42	me "[what]"
prologue_scene_1_1_838ddc3e		掉落下来的是一堆高中时代的学习资料。	game/chpts/prologue.rpy	43	"[what]"
prologue_scene_1_1_5dcc53cf		几次搬家，当年的教科书、教辅书几乎都已经换了奶茶。	game/chpts/prologue.rpy	44	"[what]"
prologue_scene_1_1_491890f6		唯有几本日语书还一直留着……	game/chpts/prologue.rpy	45	"[what]"
prologue_scene_1_1_28555506	me	《中学生日语》……这是我们当年学日语的入门书。	game/chpts/prologue.rpy	52	me "[what]"
prologue_scene_1_1_75d039ee		翻开书页，熟悉的题目映入眼帘。	game/chpts/prologue.rpy	53	"[what]"
prologue_scene_1_1_10f7e5d6	me	这些都是当年学过的，应该还想得起来。	game/chpts/prologue.rpy	54	me "[what]"
prologue_scene_1_choice_1B_5cf027fe	me	嗯，确实是这个答案。日本的茶道起源于中国。“和”指祥和，“敬”指尊敬，“清”指清洁，“寂”指幽寂。	game/chpts/prologue.rpy	75	me "[what]"
prologue_scene_1_choice_1AC_e62c937f	me	唉，好像不太对。	game/chpts/prologue.rpy	81	me "[what]"
prologue_scene_1_choice_1AC_b99e32bf	me	应该是2.茶道。日本的茶道起源于中国。“和”指祥和，“敬”指尊敬，“清”指清洁，“寂”指幽寂。	game/chpts/prologue.rpy	82	me "[what]"
prologue_scene_1_2_10e01b7a	me	再来做一题试试看。	game/chpts/prologue.rpy	87	me "[what]"
prologue_scene_1_choice_2A_bad38872	me	嗯，确实是这个答案。日本和服，初仿中国魏晋隋唐时期吴地的汉服，称为“吴服”，后又学习唐初衣冠制度，称为“唐衣”。	game/chpts/prologue.rpy	104	me "[what]"
prologue_scene_1_choice_2BC_e62c937f	me	唉，好像不太对。	game/chpts/prologue.rpy	110	me "[what]"
prologue_scene_1_choice_2BC_8c8c4d94	me	应该是1.汉服。日本和服，初仿中国魏晋隋唐时期吴地的汉服，称为“吴服”，后又学习唐初衣冠制度，称为“唐衣”。	game/chpts/prologue.rpy	111	me "[what]"
prologue_scene_1_3_97274de5	me	真是令人怀念，没想到高中时代学的一些知识现在都还记得。	game/chpts/prologue.rpy	116	me "[what]"
prologue_scene_1_3_536ed868		那时候最喜欢上日语课， 只可惜没有认真学习……	game/chpts/prologue.rpy	117	"[what]"
prologue_scene_1_3_17a91a83	me	这是……	game/chpts/prologue.rpy	122	me "[what]"
prologue_scene_1_3_2d508286		突然，从书里掉落了一把钥匙。	game/chpts/prologue.rpy	125	"[what]"
prologue_scene_1_3_b362a725		好像在哪里见到过，一时又想不起来。	game/chpts/prologue.rpy	126	"[what]"
prologue_scene_1_3_01e2a7e6		拿起钥匙，回忆里的一些碎片仿佛被唤醒了……	game/chpts/prologue.rpy	127	"[what]"
prologue_scene_1_choice_3A_8a69ec53		脑海里的回忆被铃声打断，匆忙之间，把钥匙塞进了口袋。	game/chpts/prologue.rpy	148	"[what]"
prologue_scene_1_choice_3B_06bd69b2	me	估计是骚扰电话，不管它……	game/chpts/prologue.rpy	155	me "[what]"
prologue_scene_1_choice_3B_58ae5899		铃声再次响起，无奈地接起电话。	game/chpts/prologue.rpy	158	"[what]"
prologue_scene_1_4_7d87f661	question	喂，请问是王浩吗？	game/chpts/prologue.rpy	164	question "[what]"
prologue_scene_1_4_e5cea176		一个陌生的来电号码	game/chpts/prologue.rpy	165	"[what]"
prologue_scene_1_4_e0cbd38b	me	是的，请问您是哪位？	game/chpts/prologue.rpy	168	me "[what]"
prologue_scene_1_4_f1ed2e12	question	我是周小雨呀，连老同学的声音都听不出来了吗？	game/chpts/prologue.rpy	169	question "[what]"
prologue_scene_1_4_21a1d5f1	me	原来是班长（笑），许久不联系，有什么事吗？	game/chpts/prologue.rpy	170	me "[what]"
prologue_scene_1_4_1d6149a9	ZhouXiaoyu	当然，你还记得明天是什么日子吗？	game/chpts/prologue.rpy	173	ZhouXiaoyu "[what]"
prologue_scene_1_4_f05bab0c		今天是礼拜六，明天自然是礼拜天……。	game/chpts/prologue.rpy	174	"[what]"
prologue_scene_1_4_376e6583		对于一个没有女朋友的单身狗来说，从来没有必要去记一些特殊的节日。我努力回想了一下，最终还是放弃了。	game/chpts/prologue.rpy	175	"[what]"
prologue_scene_1_4_fb436c15	me	是你的生日吗？	game/chpts/prologue.rpy	178	me "[what]"
prologue_scene_1_4_1539dc8a	ZhouXiaoyu	哈哈哈，你怎么变得那么油了？	game/chpts/prologue.rpy	179	ZhouXiaoyu "[what]"
prologue_scene_1_4_1834d120	me	……	game/chpts/prologue.rpy	182	me "[what]"
prologue_scene_1_4_6445e3f5	ZhouXiaoyu	十年之约啊，你忘了？	game/chpts/prologue.rpy	183	ZhouXiaoyu "[what]"
prologue_scene_1_4_47bbd5d8	me	十年之约？	game/chpts/prologue.rpy	186	me "[what]"
prologue_scene_1_4_f893e8b3		经周小雨这么一说，才发现距离高中入学已经十年了，没想到时间过得那么快。	game/chpts/prologue.rpy	187	"[what]"
prologue_scene_1_4_727ffd3a		正是在十年前，我们学校开设了第一届高中零起点日语班。	game/chpts/prologue.rpy	188	"[what]"
prologue_scene_1_4_78651326	ZhouXiaoyu	时间定在明天上午8点，地点就在学校，能来参加吗，老同学？	game/chpts/prologue.rpy	189	ZhouXiaoyu "[what]"
prologue_scene_1_4_f7e11d74	me	我……	game/chpts/prologue.rpy	192	me "[what]"
prologue_scene_1_4_09529bc9		高中时代，我就是存在感很弱的角色，工作以后更是像患了社恐，什么聚会活动都能躲则躲，每到周末，除了加班就只想躺平。况且，我也没有特别想见的人。	game/chpts/prologue.rpy	193	"[what]"
prologue_scene_1_4_7c6fb7d7		想到自己还要打包搬家的行李，下意识地想要拒绝……	game/chpts/prologue.rpy	194	"[what]"
prologue_scene_1_4_c052cfff	ZhouXiaoyu	那么晚才通知你，你别生气啊。	game/chpts/prologue.rpy	195	ZhouXiaoyu "[what]"
prologue_scene_1_4_a620467f	ZhouXiaoyu	谁让你当年不用QQ也不用微信，电话号码也换了。好不容易才打听到了你的新号码。	game/chpts/prologue.rpy	196	ZhouXiaoyu "[what]"
prologue_scene_1_4_68a63397		还没来得及等我回答，周小雨又像想起了什么似的，接着往下说。	game/chpts/prologue.rpy	197	"[what]"
prologue_scene_1_4_ade45c02	ZhouXiaoyu	就我们组的小聚会。	game/chpts/prologue.rpy	198	ZhouXiaoyu "[what]"
prologue_scene_1_4_87506cd0	ZhouXiaoyu	对了，智子也会来参加哦，你还记得她吗？说是坐今天晚上的飞机过来。	game/chpts/prologue.rpy	199	ZhouXiaoyu "[what]"
prologue_scene_1_4_a8abd6bc		听到这个名字，我一瞬间有些恍惚。	game/chpts/prologue.rpy	202	"[what]"
prologue_scene_1_4_d9bed30b		智子是当年我们班里的日本交换留学生。	game/chpts/prologue.rpy	203	"[what]"
prologue_scene_1_4_5cb99ab4		或许是因为少年时代的懵懂，我对她有种莫名的好感。	game/chpts/prologue.rpy	204	"[what]"
prologue_scene_1_4_88e7231a		“十年之约”就是她回国之前与我们做的约定。但是都过了十年了，她还记得吗？	game/chpts/prologue.rpy	205	"[what]"
prologue_scene_1_4_585dc5c8	me	你确定……她会来？	game/chpts/prologue.rpy	208	me "[what]"
prologue_scene_1_4_b695e0e3	ZhouXiaoyu	嘻嘻，明天你就知道啦！果然你还是对智子念念不忘呢。	game/chpts/prologue.rpy	209	ZhouXiaoyu "[what]"
prologue_scene_1_4_bbb1766f	me	哪里……我是……	game/chpts/prologue.rpy	212	me "[what]"
prologue_scene_1_4_fb6499fd	ZhouXiaoyu	那就这样，明天见啦。	game/chpts/prologue.rpy	213	ZhouXiaoyu "[what]"
prologue_scene_1_4_c364e8d3		周小雨不由分说地挂断了电话。	game/chpts/prologue.rpy	214	"[what]"
prologue_scene_1_4_cd2aaee0		她的性格还是和高中时代一样，干脆、利落、让人难以拒绝。	game/chpts/prologue.rpy	217	"[what]"
prologue_scene_1_4_07b866af		当年周小雨和智子住同一个寝室，两个人总是形影不离。	game/chpts/prologue.rpy	218	"[what]"
prologue_scene_1_4_614c382c		课上我偷偷看智子的时候，总是被周小雨发现，还被调侃了许久。	game/chpts/prologue.rpy	219	"[what]"
prologue_scene_1_4_46e53404		我的心中莫名产生了一种复杂的情绪。	game/chpts/prologue.rpy	220	"[what]"
prologue_scene_1_4_c2070625		仿佛按下了回忆的开关，那些有关青春的美好记忆一股脑地涌上心头。	game/chpts/prologue.rpy	221	"[what]"
prologue_scene_1_4_07127bd8		不知道智子现在怎么样了……	game/chpts/prologue.rpy	222	"[what]"
prologue_scene_1_4_7361a293		或许我心里对这个十年之约有些许期待，但是一想到自己窘迫的样子，还是不由地打退堂鼓。	game/chpts/prologue.rpy	223	"[what]"
prologue_scene_1_4_7a8a208c		算了，去就去吧，也算是给自己的青春画一个句号。	game/chpts/prologue.rpy	226	"[what]"
prologue_scene_2_1_23dbcec7		周日的校园安静得令人感到陌生。	game/chpts/prologue.rpy	241	"[what]"
prologue_scene_2_1_91eec254		时隔多年回到母校，往日种种恍若昨日，历历在目。	game/chpts/prologue.rpy	242	"[what]"
prologue_scene_2_1_4ef87d23		当年为了省下一些零花钱，每天骑自行车上学，即便是下雨天也不舍得打车。	game/chpts/prologue.rpy	243	"[what]"
prologue_scene_2_1_f75005c1	MenWei	你好，有什么事吗？	game/chpts/prologue.rpy	244	MenWei "[what]"
prologue_scene_2_1_a30ae2bc		门卫师傅的话打断了回忆的思绪。	game/chpts/prologue.rpy	245	"[what]"
prologue_scene_2_1_d81059da	me	我是这里的毕业生，是来参加同学聚会的。	game/chpts/prologue.rpy	248	me "[what]"
prologue_scene_2_1_23a5ee9f	MenWei	同学聚会？没听说啊。	game/chpts/prologue.rpy	249	MenWei "[what]"
prologue_scene_2_1_17f5005b		不应该啊。是今天，时间也没有错。	game/chpts/prologue.rpy	250	"[what]"
prologue_scene_2_1_688ee87d	me	师傅，我确实跟老同学约了今天在这儿聚会。	game/chpts/prologue.rpy	253	me "[what]"
prologue_scene_2_1_1324f6ce	me	要不我先进去等她可以吗？	game/chpts/prologue.rpy	254	me "[what]"
prologue_scene_2_1_9c3afef8	MenWei	不行，学校有规定，没有相关证明，外来人员一律不许入校。	game/chpts/prologue.rpy	255	MenWei "[what]"
prologue_scene_2_1_fbf633ec	me	那我在门口等她吧。	game/chpts/prologue.rpy	258	me "[what]"
prologue_scene_2_1_9c34a9e6	me	小雨也真是的，说好的8点，自己却没到。	game/chpts/prologue.rpy	259	me "[what]"
prologue_scene_2_1_aad59483		打个电话给她问一下吧。	game/chpts/prologue.rpy	260	"[what]"
prologue_scene_2_1_e82b8ef7	me	怎么回事，电话也不接。	game/chpts/prologue.rpy	267	me "[what]"
prologue_scene_1_choice_4A_55bffd6d	me	先回家再说吧。	game/chpts/prologue.rpy	282	me "[what]"
prologue_scene_1_choice_4A_ba637795		刚转身准备走。	game/chpts/prologue.rpy	283	"[what]"
prologue_scene_1_choice_4B_a49f6215	me	再等等吧，小雨可能被什么事情耽搁了。	game/chpts/prologue.rpy	290	me "[what]"
prologue_scene_2_2_a547e15a	question	王浩！	game/chpts/prologue.rpy	295	question "[what]"
prologue_scene_2_2_89d3e62a		身后响起了熟悉的声音。	game/chpts/prologue.rpy	296	"[what]"
prologue_scene_2_2_754d916a		还没等我上前打招呼，门卫师傅迎了上去。	game/chpts/prologue.rpy	297	"[what]"
prologue_scene_2_2_5b5b6ad8	MenWei	周老师好。	game/chpts/prologue.rpy	298	MenWei "[what]"
prologue_scene_2_2_0069acad	ZhouXiaoyu	你好，张师傅。	game/chpts/prologue.rpy	304	ZhouXiaoyu "[what]"
prologue_scene_2_2_ce8bfbe3	ZhouXiaoyu	这是我的老同学。他是来帮忙布置校庆场地的。	game/chpts/prologue.rpy	305	ZhouXiaoyu "[what]"
prologue_scene_2_2_48c58cba	MenWei	是这样啊。我还在想今天哪有什么同学聚会……	game/chpts/prologue.rpy	306	MenWei "[what]"
prologue_scene_2_2_fed93d84		周小雨看着一脸狐疑的门卫师傅，朝我眨了眨眼睛示意。	game/chpts/prologue.rpy	307	"[what]"
prologue_scene_2_2_5b57b3a9	ZhouXiaoyu	别发呆啦，快走吧。	game/chpts/prologue.rpy	310	ZhouXiaoyu "[what]"
prologue_scene_2_2_195ab91f		我一头雾水地看了一眼门卫师傅。周小雨已经进了校门，在前面等着了，我只好跟着她走进了学校。	game/chpts/prologue.rpy	311	"[what]"
prologue_scene_2_2_370a3ad1		学校还是十年前的模样，时间仿佛又回到了高中。	game/chpts/prologue.rpy	316	"[what]"
prologue_scene_2_2_f7aa4da2		不知道现在在这里学习的学生，又会是怎样的感受？	game/chpts/prologue.rpy	317	"[what]"
prologue_scene_2_2_4ef8ca1c	me	今天是布置校庆场地吗？没听你说啊。	game/chpts/prologue.rpy	321	me "[what]"
prologue_scene_2_2_3d4f2303	ZhouXiaoyu	哈哈，不这么说你怎么进得来呀。	game/chpts/prologue.rpy	324	ZhouXiaoyu "[what]"
prologue_scene_2_2_95bb8815		周小雨对我打趣。	game/chpts/prologue.rpy	325	"[what]"
prologue_scene_2_2_6fba7753	me	没想到老班长现在也会耍小聪明了。	game/chpts/prologue.rpy	328	me "[what]"
prologue_scene_2_2_5750a9f0	ZhouXiaoyu	切，这叫变通懂不懂。	game/chpts/prologue.rpy	331	ZhouXiaoyu "[what]"
prologue_scene_2_2_437353fb	me	对了，你当老师了？	game/chpts/prologue.rpy	334	me "[what]"
prologue_scene_2_2_101d4afa	ZhouXiaoyu	哈哈，你猜。	game/chpts/prologue.rpy	337	ZhouXiaoyu "[what]"
prologue_scene_2_2_a0fd1d7d		跟着周小雨走进熟悉的教学楼，楼道里的环境也没什么变化。	game/chpts/prologue.rpy	342	"[what]"
prologue_scene_2_2_498dfaaf	me	这里是……	game/chpts/prologue.rpy	346	me "[what]"
prologue_scene_2_2_5e6bc56f	ZhouXiaoyu	五班的教室还在老地方，还记得吗？	game/chpts/prologue.rpy	349	ZhouXiaoyu "[what]"
prologue_scene_2_2_bcd6da10	me	当然记得。我们班离楼梯口最近，出操总是最快的。	game/chpts/prologue.rpy	351	me "[what]"
prologue_scene_2_2_622f8112	ZhouXiaoyu	我们毕业了以后，班级的位置一直都没有变过。	game/chpts/prologue.rpy	354	ZhouXiaoyu "[what]"
prologue_scene_2_2_686bec52		楼梯口的教室确实有地理优势，但是由于在转角处，经常会和在楼道里奔跑的学生迎面撞个踉跄。	game/chpts/prologue.rpy	355	"[what]"
prologue_scene_2_2_b1b8412d	ZhouXiaoyu	你看，谁来了！	game/chpts/prologue.rpy	358	ZhouXiaoyu "[what]"
prologue_scene_2_2_44684d15		不知不觉已经走到了教室门口。	game/chpts/prologue.rpy	359	"[what]"
prologue_scene_2_2_d8ff76db		在前排的座位上，有一个熟悉的身影。	game/chpts/prologue.rpy	364	"[what]"
prologue_scene_2_2_c9f188e1	me	刘洋？	game/chpts/prologue.rpy	367	me "[what]"
prologue_scene_2_2_7770e872		刘洋一点都没变，还是学生时代的模样。	game/chpts/prologue.rpy	371	"[what]"
prologue_scene_2_2_c99f2f70	LiuYang	王浩，好久不见。	game/chpts/prologue.rpy	372	LiuYang "[what]"
prologue_scene_2_2_e2c21eb3	me	好久不见，你一点都没变。	game/chpts/prologue.rpy	376	me "[what]"
prologue_scene_2_2_cb379328		刘洋当年是班里的好学生，成绩出类拔萃，而且为人谦和，和班里的同学关系都不错。	game/chpts/prologue.rpy	377	"[what]"
prologue_scene_2_2_e2b80c60		由于他爸爸在日企工作，我们开始学日语的时候，他已经超前学了很多。因此一直是大家膜拜的偶像。	game/chpts/prologue.rpy	378	"[what]"
prologue_scene_2_2_64db296f	me	怎么样，最近在哪里高就？	game/chpts/prologue.rpy	381	me "[what]"
prologue_scene_2_2_016b4a3c	LiuYang	惭愧惭愧，还在家里啃老呢。	game/chpts/prologue.rpy	384	LiuYang "[what]"
prologue_scene_2_2_bbb8054d	ZhouXiaoyu	听他瞎说。他现在可是在华师大读博呢。还拿了全额奖学金。	game/chpts/prologue.rpy	387	ZhouXiaoyu "[what]"
prologue_scene_2_2_07e01678		说起华师大，我想起当年刘洋和周小雨同时考上了华师大。	game/chpts/prologue.rpy	388	"[what]"
prologue_scene_2_2_0203968e		周小雨报考的是音乐教育专业，刘洋学的好像是社会学。	game/chpts/prologue.rpy	389	"[what]"
prologue_scene_2_2_d55c85ec	LiuYang	哪里哪里，我可比不上周老师啊，你现在可是人民教师。	game/chpts/prologue.rpy	392	LiuYang "[what]"
prologue_scene_2_2_9e24ca4d	ZhouXiaoyu	刚刚入职而已，别说得那么夸张。	game/chpts/prologue.rpy	395	ZhouXiaoyu "[what]"
prologue_scene_2_2_5522cb69	me	看着已经很老练了。	game/chpts/prologue.rpy	397	me "[what]"
prologue_scene_2_2_61503f2e	ZhouXiaoyu	哈哈，其实已经实习半年多了。我在日本读的研究生，3月份毕业的。国内9月才能入职，所以前面半年都是实习期……	game/chpts/prologue.rpy	399	ZhouXiaoyu "[what]"
prologue_scene_2_2_6eec7f5f		三个人正在聊天的时候，门口传来了熟悉的声音。	game/chpts/prologue.rpy	403	"[what]"
prologue_scene_2_2_420943fe	ZhengHui	好久不见啊，终于见面啦。	game/chpts/prologue.rpy	410	ZhengHui "[what]"
prologue_scene_2_2_1d15a4e6	me	郑辉？	game/chpts/prologue.rpy	414	me "[what]"
prologue_scene_2_2_5f6afe86	LiuYang	哈哈，是阿辉啊，别来无恙。旁边的这位是？	game/chpts/prologue.rpy	419	LiuYang "[what]"
prologue_scene_2_2_c0d16ae5		三个人在打趣中把目光转向了郑辉旁边的一位妆容精致、打扮得青春靓丽的女孩。	game/chpts/prologue.rpy	423	"[what]"
prologue_scene_2_2_d44f28c1	ZhengHui	你不认识她啦？	game/chpts/prologue.rpy	426	ZhengHui "[what]"
prologue_scene_2_2_cfebb0b4	ZhouXiaoyu	原来是巧巧大美女啊，越来越漂亮了。	game/chpts/prologue.rpy	430	ZhouXiaoyu "[what]"
prologue_scene_2_2_29b1c45a		袁巧巧，高中时代的同班同学。当时在班里就是班花级的人物，没想到时隔多年更加时髦了，难怪刘洋没有认出来……	game/chpts/prologue.rpy	433	"[what]"
prologue_scene_2_2_6683da40	YuanQiaoqiao	老了老了，你看刘博士都不认得我了。	game/chpts/prologue.rpy	436	YuanQiaoqiao "[what]"
prologue_scene_2_2_c606e3e0	ZhouXiaoyu	哈哈，他就是个钢铁直男，别理他。对了对了，我之前在一个网站看过你的直播，粉丝人数可不少啊。	game/chpts/prologue.rpy	440	ZhouXiaoyu "[what]"
prologue_scene_2_2_29967a62		说罢，周小雨就开启了八卦模式。	game/chpts/prologue.rpy	441	"[what]"
prologue_scene_2_2_1d42b2dd	ZhouXiaoyu	你们两个人今天一起过来的吗？	game/chpts/prologue.rpy	444	ZhouXiaoyu "[what]"
prologue_scene_2_2_bb2144c0	YuanQiaoqiao	我这不是没有车嘛，过来不方便，就搭了顺风车。	game/chpts/prologue.rpy	447	YuanQiaoqiao "[what]"
prologue_scene_2_2_be0cbbbb	ZhouXiaoyu	一开始我真没认出你来，我还以为阿辉今天带女朋友来撒狗粮呢。	game/chpts/prologue.rpy	450	ZhouXiaoyu "[what]"
prologue_scene_2_2_5a24e5b7	ZhengHui	……	game/chpts/prologue.rpy	453	ZhengHui "[what]"
prologue_scene_2_2_7a976214	LiuYang	对了，你当年是学软件工程的吧。现在怎么样了？听说你开了公司？	game/chpts/prologue.rpy	461	LiuYang "[what]"
prologue_scene_2_2_3275c34a	ZhengHui	大学毕业之后在游戏公司待了一年吧，之后就出来单干了。想做点自己喜欢的游戏……	game/chpts/prologue.rpy	464	ZhengHui "[what]"
prologue_scene_2_2_03f9c23a	me	我记得高中的时候你就做过一个学日语的游戏……	game/chpts/prologue.rpy	468	me "[what]"
prologue_scene_2_2_61208e76	ZhengHui	对，没想到你还记得。当年摸索着学编程，跟着一位日语老师一起做过一款学习日语的RPG游戏。	game/chpts/prologue.rpy	471	ZhengHui "[what]"
prologue_scene_2_2_db57ca43	ZhengHui	现在VR技术也普及了，我正在制作一款学习日语的沉浸式VR游戏。	game/chpts/prologue.rpy	474	ZhengHui "[what]"
prologue_scene_2_2_d3546604	me	能够坚持自己的梦想太不容易了。	game/chpts/prologue.rpy	477	me "[what]"
prologue_scene_2_2_08b1a4bc	ZhengHui	哈哈，期待你的试玩，多提宝贵意见啊。	game/chpts/prologue.rpy	480	ZhengHui "[what]"
prologue_scene_2_2_248a8d02	me	一定一定。	game/chpts/prologue.rpy	483	me "[what]"
prologue_scene_2_2_4c9b3199	ZhengHui	其实这次还请巧巧参与了游戏的配音，她可是日本声优专业的科班出身，有百万粉丝呢。	game/chpts/prologue.rpy	486	ZhengHui "[what]"
prologue_scene_2_2_fdaac2e4	YuanQiaoqiao	切，别光拍马屁，说好了游戏盈利三七开哦，你三我七。	game/chpts/prologue.rpy	489	YuanQiaoqiao "[what]"
